R,Ohm	C,pF	Temp,C
0000000000	0000100000	+025.00
Ch1,V	Ch2,V	Time,s
-00.0002	-00.0009	0000.000
-00.0005	-00.0006	0000.001
+00.0019	-00.0006	0000.002
+00.0041	-00.0003	0000.003
+00.0053	-00.0006	0000.004
+00.0077	-00.0009	0000.005
+00.0099	-00.0003	0000.006
+00.0120	-00.0006	0000.007
+00.0135	-00.0003	0000.008
+00.0157	-00.0012	0000.009
+00.0175	-00.0009	0000.010
+00.0196	-00.0006	0000.011
+00.0215	-00.0003	0000.012
+00.0236	-00.0003	0000.013
+00.0257	-00.0009	0000.014
+00.0276	-00.0009	0000.015
+00.0297	-00.0003	0000.016
+00.0315	-00.0006	0000.017
+00.0334	-00.0006	0000.018
+00.0358	-00.0006	0000.019
+00.0377	-00.0006	0000.020
+00.0398	-00.0003	0000.021
+00.0410	-00.0009	0000.022
+00.0438	-00.0009	0000.023
+00.0456	-00.0003	0000.024
+00.0477	-00.0006	0000.025
+00.0492	-00.0009	0000.026
+00.0517	-00.0003	0000.027
+00.0535	-00.0003	0000.028
+00.0557	-00.0006	0000.029
+00.0578	-00.0006	0000.030
+00.0596	+00.0000	0000.031
+00.0615	-00.0006	0000.032
+00.0633	+00.0000	0000.033
+00.0663	-00.0003	0000.034
+00.0676	-00.0003	0000.035
+00.0694	-00.0003	0000.036
+00.0712	-00.0006	0000.037
+00.0737	-00.0003	0000.038
+00.0758	+00.0000	0000.039
+00.0773	-00.0003	0000.040
+00.0798	+00.0003	0000.041
+00.0819	+00.0000	0000.042
+00.0834	-00.0003	0000.043
+00.0856	+00.0000	0000.044
+00.0880	+00.0000	0000.045
+00.0901	+00.0000	0000.046
+00.0914	+00.0000	0000.047
+00.0941	+00.0000	0000.048
+00.0962	-00.0003	0000.049
+00.0984	+00.0003	0000.050
+00.0996	+00.0000	0000.051
+00.1020	+00.0000	0000.052
+00.1036	+00.0003	0000.053
+00.1060	+00.0003	0000.054
+00.1078	+00.0006	0000.055
+00.1100	+00.0003	0000.056
+00.1115	+00.0006	0000.057
+00.1139	+00.0000	0000.058
+00.1158	+00.0003	0000.059
+00.1176	+00.0006	0000.060
+00.1194	+00.0003	0000.061
+00.1216	+00.0003	0000.062
+00.1234	+00.0003	0000.063
+00.1258	+00.0010	0000.064
+00.1280	+00.0006	0000.065
+00.1292	+00.0003	0000.066
+00.1319	+00.0006	0000.067
+00.1341	+00.0003	0000.068
+00.1359	+00.0003	0000.069
+00.1381	+00.0010	0000.070
+00.1402	+00.0013	0000.071
+00.1420	+00.0003	0000.072
+00.1435	+00.0010	0000.073
+00.1457	+00.0006	0000.074
+00.1478	+00.0010	0000.075
+00.1506	+00.0010	0000.076
+00.1521	+00.0010	0000.077
+00.1536	+00.0010	0000.078
+00.1558	+00.0016	0000.079
+00.1576	+00.0013	0000.080
+00.1597	+00.0013	0000.081
+00.1619	+00.0016	0000.082
+00.1637	+00.0010	0000.083
+00.1655	+00.0019	0000.084
+00.1680	+00.0016	0000.085
+00.1695	+00.0016	0000.086
+00.1719	+00.0019	0000.087
+00.1738	+00.0013	0000.088
+00.1756	+00.0016	0000.089
+00.1780	+00.0016	0000.090
+00.1799	+00.0016	0000.091
+00.1817	+00.0013	0000.092
+00.1838	+00.0016	0000.093
+00.1860	+00.0016	0000.094
+00.1878	+00.0019	0000.095
+00.1899	+00.0022	0000.096
+00.1924	+00.0022	0000.097
+00.1936	+00.0019	0000.098
+00.1960	+00.0019	0000.099
+00.1976	+00.0016	0000.100
+00.1997	+00.0019	0000.101
+00.2018	+00.0022	0000.102
+00.2034	+00.0022	0000.103
+00.2055	+00.0025	0000.104
+00.2085	+00.0019	0000.105
+00.2095	+00.0019	0000.106
+00.2116	+00.0022	0000.107
+00.2140	+00.0025	0000.108
+00.2156	+00.0022	0000.109
+00.2180	+00.0025	0000.110
+00.2198	+00.0025	0000.111
+00.2226	+00.0028	0000.112
+00.2238	+00.0028	0000.113
+00.2253	+00.0025	0000.114
+00.2281	+00.0028	0000.115
+00.2293	+00.0031	0000.116
+00.2320	+00.0028	0000.117
